851,512.0
852,512.0
853,512.0
854,512.0
855,512.0
856,512.0
857,512.0
858,512.0
859,512.0
860,512.0
861,512.0
862,512.0
863,512.0
864,512.0
865,512.0
866,512.0
867,512.0
868,512.0
869,512.0
870,512.0
871,512.0
872,512.0
873,512.0
874,512.0
875,512.0
876,512.0
877,512.0
878,512.0
879,512.0
880,512.0
881,512.0
882,512.0
883,512.0
884,512.0
885,512.0
886,512.0
887,512.0
888,512.0
889,512.0
890,512.0
891,512.0
892,512.0
893,512.0
894,512.0
895,512.0
896,512.0
897,512.0
898,512.0
899,512.0
900,512.0
901,512.0
902,512.0
903,512.0
904,512.0
905,512.0
906,512.0
907,512.0
908,512.0
909,512.0
910,512.0
911,512.0
912,512.0
913,512.0
914,512.0
915,512.0
916,512.0
917,512.0
918,512.0
919,512.0
920,512.0
921,512.0
922,512.0
923,512.0
924,512.0
925,512.0
926,512.0
927,512.0
928,512.0
929,512.0
930,512.0
931,512.0
932,512.0
933,512.0
934,512.0
935,512.0
936,512.0
937,512.0
938,512.0
939,512.0
940,512.0
941,512.0
942,512.0
943,512.0
944,512.0
945,512.0
946,512.0
947,512.0
948,512.0
949,512.0
950,512.0
951,512.0
952,512.0
953,512.0
954,512.0
955,512.0
956,512.0
957,512.0
958,512.0
959,512.0
960,512.0
961,512.0
962,512.0
963,512.0
964,512.0
965,512.0
966,512.0
967,512.0
968,512.0
969,512.0
970,512.0
971,512.0
972,512.0
973,512.0
974,512.0
975,512.0
976,512.0
977,512.0
978,512.0
979,512.0
980,512.0
981,512.0
982,512.0
983,512.0
984,512.0
985,512.0
986,512.0
987,512.0
988,512.0
989,512.0
990,512.0
991,512.0
992,512.0
993,512.0
994,512.0
995,512.0
996,512.0
997,512.0
998,512.0
999,512.0
